LOCALITY,Standardized.Site.Name,LATITUDE,LONGITUDE
"Punnaikayal Road, Punnaikayal, Tamil Nadu, IN (8.637, 78.12)",Thamirabarani River Estuary,8.6370667,78.11988
"Alanthalai beach, Tiruchendur",Alanthalai Beach,8.4699586,78.1038042
Manapad beach,Karumeni River Estuary,8.374318,78.064855
Manapad 3,Karumeni River Estuary,8.3786101,78.0547534
"Beach Road, Thoothukudi",Thoothukudi/Hare Island,8.7866366,78.1596458
port trust,Thoothukudi/Hare Island,8.7473013,78.1732979
Kulasekarapattinam Beach,Kulasekarapattinam Beach,8.3963269,78.0592272
Hare Island,Thoothukudi/Hare Island,8.787213,78.1971881
puttana murathoor,Tharuvaikulam Aqua Farms/Salt Pans,8.93547,78.18841
"Arumuganeri Salt Pans, Thoothukudi Dt",Arumuganeri Salt Pans,8.5836522,78.0862927
IN-Tamil Nadu-Srimulakkarai-Srivaikundam - 8.653x77.928,Thamirabarani Wetlands--Srimoolakkarai,8.6526897,77.9279579
Kadamba Kulam,Kadambakulam Lake,8.576267,77.97728
Srivikundam area tanks,Karumeni River Wetlands--Sathankulam,8.4723723,77.9205322
Tuticorin,Thoothukudi/Hare Island,8.7517182,78.1400299
pottai kulam,Korampallam Lake,8.72753,78.0778
"Thiruchendur, Tamil Nadu, IN (8.503, 78.123)",Thiruchendur,8.5027283,78.1229401
"Pazhaverkadu, Pulicat",Pulicat Lake--Pazhaverkadu,13.4241851,80.3125906
Pulicat Lake (TN section),Pulicat Lake--Pazhaverkadu,13.4188837,80.314157
Annamalaicheri Enroute - 3km radius,Pulicat Lake--Annamalaicheri,13.4417777,80.2443123
annamalaicheri,Pulicat Lake--Annamalaicheri,13.460632,80.2625339
Ennore,Kosasthalaiyar River Estuary,13.2225621,80.3036605
ANNAMALAICHERI - PULICAT BIRD SANCTUARY (TAMILNADU),Pulicat Lake--Annamalaicheri,13.4565754,80.2648687
Korattur Lake,Korattur Lake,13.1242677,80.1854325
Pulicat Lake--Annamalaicheri,Pulicat Lake--Annamalaicheri,13.4572362,80.2653408
Pulicat Lake--Annamalaicheri,Pulicat Lake--Annamalaicheri,13.4576408,80.2661581
"Korttalai River, Thiruvallur IN-Tamil Nadu (13.4677,80.3089)",Pulicat Lake--Pazhaverkadu,13.467699,80.308916
Pulicat Tamilnadu,Pulicat Lake--Pazhaverkadu,13.41926,80.3191
Kattoor Lake -Thiruvallur (________ ___ - ___________),Thathamanji Lake,13.361406,80.279679
Pulicat Lake,Pulicat Lake--Pazhaverkadu,13.420163,80.318267
"SH 104, Thiruvallur IN-TN 13.41035, 80.31147",Pulicat Lake--Pazhaverkadu,13.410347,80.311466
Pulicat Lagoon Noddy point,Pulicat Lake--Pazhaverkadu,13.4299873,80.3209162
Thirupalaivanam,Pulicat Lake--Annamalaicheri,13.4029484,80.2508369
"Unnamed Road, Tamil Nadu, IN (13.397, 80.315)",Pulicat Lake--Pazhaverkadu,13.397332,80.3154111
ARANI RIVER PULICAT,Pulicat Lake--Pazhaverkadu,13.4191551,80.2963364
Arani river mouth,Pulicat Lake--Pazhaverkadu,13.4267523,80.3006923
"Pulicat, Tamil Nadu, IN (13.42, 80.319)",Pulicat Lake--Pazhaverkadu,13.4195037,80.3187942
"Madha Chruch Street, Pulicat, Tamil Nadu, IN (13.424, 80.315)",Pulicat Lake--Pazhaverkadu,13.4242036,80.3148691
13.12x80.177 KARUKKU - 28-Oct-2016 5:22 pm,Korattur Lake,13.1198782,80.1765339
Pulicat Lake,Pulicat Lake--Pazhaverkadu,13.4197917,80.3184271
Korattur Lake,Korattur Lake,13.127604,80.1899006
Pazaverkadu,Pulicat Lake--Pazhaverkadu,13.4189586,80.3181653
Annamalaichery Watch Tower (____________ _______),Pulicat Lake--Annamalaicheri,13.4409547,80.2602124
Pulicat Lake Boating Area,Pulicat Lake--Pazhaverkadu,13.4221019,80.3169486
Pulicat Lake,Pulicat Lake--Pazhaverkadu,13.420292,80.319331
"Pulicat ,Tamil Nadu, IN (13.428, 80.319)",Pulicat Lake--Pazhaverkadu,13.4278591,80.3186541
"Karimanal, Tamil Nadu, IN (13.441, 80.298)",Pulicat Lake--Pazhaverkadu,13.4413503,80.2979701
Annamalaicheri backwaters,Pulicat Lake--Annamalaicheri,13.4569093,80.263195
Pulicat Lagoon,Pulicat Lake--Pazhaverkadu,13.4220301,80.3205889
Medhilpalayam Shore,Pulicat Lake--AP,13.5056324,80.1192033
"Bajanai Koil Street, Pulicat, Andhra Pradesh, IN (13.423, 80.317)",Pulicat Lake--Pazhaverkadu,13.4234702,80.3165027
IN-Tamil Nadu-Pulicat - 13.422x80.317 - 24 Mar 2016 11:16,Pulicat Lake--Pazhaverkadu,13.4220998,80.3173947
Abrahampram,Kosasthalaiyar River--Abrahampram,13.3378455,80.3197789
Medhilpalayam esturary,Pulicat Lake--AP,13.5071555,80.1136351
pulicat lake,Pulicat Lake--Pazhaverkadu,13.4215303,80.3201866
Pulicat lake,Pulicat Lake--Pazhaverkadu,13.4259957,80.316292
avurivakkam,Pulicat Lake--Pazhaverkadu,13.4280417,80.2723943
Pulicat Fish market,Pulicat Lake--Pazhaverkadu,13.4207153,80.3172479
Pulicat Lake,Pulicat Lake--Pazhaverkadu,13.4244773,80.2899957
"Pulicat Lake, Thiruvallur IN-Tamil Nadu (13.4401,80.2997)",Pulicat Lake--Pazhaverkadu,13.440104,80.299736
"13.42x80.323 - Feb 4, 2017 5:07 PM",Pulicat Lake--Pazhaverkadu,13.420435,80.3232817
Nayapakkam Lake,Nayapakkam Wetlands,13.0375891,79.9839449
Krishna Water Canal,Nayapakkam Wetlands,13.0747128,79.9800825
Pulicat Lake,Pulicat Lake--Pazhaverkadu,13.4196351,80.3193712
Annanur Railway Station Marsh Land,Annanur Railway Station Marsh Land,13.118714,80.1250827
IN-Tamil Nadu-Pulicat-Unnamed Road - 13.409x80.325,Pulicat Lake--Pazhaverkadu,13.409215,80.3254833
PULICAT LAKE,Pulicat Lake--Pazhaverkadu,13.4064855,80.3030634
Korattur Lake,Korattur Lake,13.1251158,80.156932
PULICAT BIRDS SANCTUARY,Pulicat Lake--Pazhaverkadu,13.4332014,80.3263235
Neithavayal Lotus Pond,Neithavayal Lotus Pond,13.305817,80.272996
PULICATSCRUB AREA,Pulicat Lake--Pazhaverkadu,13.4069969,80.2962452
PULICAT LAKE,Pulicat Lake--Pazhaverkadu,13.4054836,80.3015614
"Pulicat Lake, Kosasthaylaiyar River",Pulicat Lake--Pazhaverkadu,13.4135776,80.323205
PULICAT BEACH,Pulicat Lake--Pazhaverkadu,13.4253122,80.328539
"Pulicat, Tamil Nadu, IN (13.424, 80.324)",Pulicat Lake--Pazhaverkadu,13.423771,80.3239776
Pulicat,Pulicat Lake--Pazhaverkadu,13.1337383,80.2304576
Methur Grasslands,Methur Grasslands,13.3834991,80.2162886
"Karimanal, Tamil Nadu, IN (13.43, 80.317)",Pulicat Lake--Pazhaverkadu,13.4298966,80.3165157
"Sirulapakkam - 13.42x80.257 - Apr 8, 2017",Pulicat Lake--Annamalaicheri,13.4197858,80.2571792
Pazhaverkadu mudflat,Pulicat Lake--Pazhaverkadu,13.4296116,80.3099513
"State Highway 104, Pulicat, Tamil Nadu, IN (13.419, 80.314)",Pulicat Lake--Pazhaverkadu,13.4188837,80.314157
PULICAT BRIDGE,Pulicat Lake--Pazhaverkadu,13.4193012,80.3200257
Annamalaicheri,Pulicat Lake--Annamalaicheri,13.4476728,80.2646169
"PULICAT BRIDGE,PULICAT",Pulicat Lake--Pazhaverkadu,13.4208457,80.3242689
OTTERI BEACH,Kosasthalaiyar River Estuary,13.2203002,80.3274018
Kuzhinaval,Pulicat Lake--AP,13.4884187,80.174253
pulicat island,Pulicat Lake--Pazhaverkadu,13.4677085,80.3133845
ennore creek flyover bridge,Kosasthalaiyar River Estuary,13.2284509,80.3191644
Methur - Annamaicheri - Thirupalaivanam,Pulicat Lake--Annamalaicheri,13.4020539,80.2222987
"IN-Tamil Nadu-Indian Ocean (13.4256,80.3148)",Pulicat Lake--Pazhaverkadu,13.425598,80.314764
Medhilpalayam Boathouse,Pulicat Lake--AP,13.5043179,80.1259947
Red Hills (Puzhal) Lake,Puzhal Lake,13.158243,80.174111
Annamalaicheri,Pulicat Lake--Annamalaicheri,13.4564084,80.2722931
"13.418x80.317 - Mar 4, 2017 5:53 PM",Pulicat Lake--Pazhaverkadu,13.4184317,80.3170467
Pulicat Lake,Pulicat Lake--Annamalaicheri,13.4578909,80.266969
Kanavanthurai,Pulicat Lake--Pazhaverkadu,13.4252287,80.2886224
PULICAT,Pulicat Lake--Pazhaverkadu,13.4112132,80.312942
"Pulicat Lake, Tamil Nadu, IN (13.465, 80.289)",Pulicat Lake--Pazhaverkadu,13.4651633,80.2885013
Sadayankuppam Canal,Kosasthalaiyar River--Sadayankuppam Canal,13.1813517,80.2672243
KARUKKU,Korattur Lake,13.1169103,80.1744812
"PULICAT LAKE,PULICAT",Pulicat Lake--Pazhaverkadu,13.4106183,80.2968514
Kosasthalaiyar River bank,Pulicat Lake--Pazhaverkadu,13.3888681,80.3270638
Wetland Just Before Pulicat,Pulicat Lake--Pazhaverkadu,13.411265,80.3127354
Kosasthalaiyar Mudflats,Kosasthalaiyar River Estuary,13.2540649,80.3178906
pulicat lake,Pulicat Lake--Annamalaicheri,13.4415217,80.2667713
avurivakkam tower,Pulicat Lake--Annamalaicheri,13.4356176,80.2720128
Vaduvur Bird Sanctuary,Vaduvur Lake,10.700861,79.3205166
Udhayamarthandapuram Bird Sanctuary,Udhayamarthandapuram Lake,10.451217,79.554137
Muthupettai Lagoon,Muthupettai Lake,10.3417712,79.5583534
"Vadapathy Village, Near Mannargudi",Pamani River,10.6196325,79.4679201
near watch tower,Vaduvur Lake,10.7040052,79.3204391
TiruvarurTank,Thituvarur Tank,10.7711601,79.6342968
Nidamangalam Tank,Nidamangalam Tank,10.7700235,79.4222511
Vadapathy home,Pamani River,10.616315,79.4709483
Kaliveli Lake,Kaliveli Lake,12.1136724,79.8554993
Thazhankadu (_________),Buckingham Canal--Alamparai,12.2278,79.9842
Yedaiyanthittu Estuary (______ ______ ________),Buckingham Canal--Alamparai,12.2363456,79.9721432
IN-Tamil Nadu-Chettikuppam - 12.106x79.88 - 19-Jan-2017 11:58 PM,Kaliveli Lake,12.1063858,79.8804136
Kaliveli Lake,Kaliveli Lake,12.1047544,79.8871279
Marakkanam Saltpans and Estuary,Buckingham Canal--Alamparai,12.228964,79.9675941
Marakkanam,Buckingham Canal--Alamparai,12.2001905,79.9470377
Vandipalayam Bridge,Kaliveli Lake,12.154503,79.895506
Osudu Lake,Osudu/Ousteri Lake,11.9716541,79.7474384
Buckingham Canal--Kaipanikuppam,Buckingham Canal--Alamparai,12.2291478,79.9716251
IN-Tamil Nadu-Chettikuppam - 12.115x79.876 - 26-Jan-2017 7:36 PM,Kaliveli Lake,12.1148109,79.8764604
Marakkanam Beach,Buckingham Canal--Alamparai,12.2405217,79.9991
Vennangupattu Bridge to Azhagankuppam,Buckingham Canal--Alamparai,12.2362031,79.9832401
Koonimedu,Kaliveli Lake,12.0835855,79.8888016
Kazhuperumbakkam Lake (__________________ ___),Kaliveli Lake,12.0609481,79.8175025
Chettikuppam beach,Kaliveli Lake,12.0984622,79.9058121
Vennangupattu Bridge,Buckingham Canal--Alamparai,12.2305241,79.9758832
"Tindivanam, Viluppuram IN-TN (12.1971,79.9717)",Buckingham Canal--Alamparai,12.197111,79.971735
IN-Tamil Nadu-Urani - 12.16x79.904 - 24-Jan-2017 10:19 AM,Kaliveli Lake,12.1604226,79.9036479
kaliveli,Kaliveli Lake,12.1101589,79.8776865
Kalivelli East Creek,Kaliveli Lake,12.147948,79.902353
Kaliveli Lake,Kaliveli Lake,12.0968033,79.8787083
kaliveli,Kaliveli Lake,12.1017248,79.8715711
Erimedu,Kaliveli Lake,12.1034452,79.8944342
Kaliveli Lake,Kaliveli Lake,12.0980791,79.8928281
"Unnamed Road, Tamil Nadu, IN (11.85, 79.809)",Padalpattu,11.8500944,79.8093782
Benapur. Bagnan. Howrah,Rupnarayan River--Benapur Beach,22.4074791,87.9478592
Kanai chatta,Rasulpur River Estuary,21.7807494,87.8678052
Jhaugeria Bheri,Shankarpur Champa River Estuary,21.6451818,87.5523086
"bankiput, contai, purba medinipur",Bankiput Sea Beach,21.7381345,87.8351355
"Digha,Palsandapur, Purba Medinipur",Amarabati Lake,21.62371,87.50291
Hijkasba,Rasulpur River Estuary,21.7933934,87.8929515
"Mukundapur Main Road, Eryafatepur, West Bengal, IN (21.756, 87.676)",Mukundapur,21.7562317,87.6764292
Bakiput,Rasulpur River Estuary,21.7735513,87.8851888
Hijli Sariff Coast,Rasulpur River Estuary,21.7963866,87.8986317
"Moyna, Hoglabari, Purba Medinipur",Moyna Wetlands,22.2506133,87.7791524
Moyna,Moyna Wetlands,22.2578421,87.749927
Moyna,Moyna Wetlands,22.2550221,87.7184701
"Hijli Road, Pratappur, West Bengal, IN (21.795, 87.896)",Rasulpur River Estuary,21.7950981,87.8956139
Moyna,Moyna Wetlands,22.2445758,87.7718031
"Unnamed Road, Daulatpur, West Bengal, IN (21.781, 87.858)",Rasulpur River Estuary,21.7808086,87.8581226
Dobanki,Sundarbans National Park,22.0093475,88.7628794
"Sajnekhali, Sundarban",Sundarbans National Park,22.1266759,88.8262546
"Dobanki Sundarban  (22.008, 88.762)",Sundarbans National Park,22.0081644,88.7622859
"Balli Island, West Bengal, IN (22.085, 88.76)",Sundarbans National Park,22.0851801,88.7596735
"Arabhanga River, National Park West, Sundarban Tiger Reserve",Sundarbans National Park,21.67589,88.812008
"Sundarban NP, West Bengal, IN (21.946, 88.723)",Sundarbans National Park,21.9462823,88.7232487
"West Bengal, IN (22.019, 88.78)",Sundarbans National Park,22.0185005,88.78036
Sunderbans national park 22.006x88.761 - 2 Feb 2016 22:43,Sundarbans National Park,22.0061172,88.761
"Bally Jungle Camp, Bally Island",Sundarbans National Park,22.0968536,88.750906
IN - 22.153x88.853 - 3 Feb 2016 17:28,Sundarbans National Park,22.1529129,88.8525488
Sunderbans National Park,Sundarbans National Park,21.8691985,88.8912758
pakhi jungle,Sundarbans National Park,22.0220559,88.7769829
"Sundarbans, West Bengal, IN (22.126, 88.81)",Sundarbans National Park,22.1262611,88.8095765
"Sundarban, West Bengal, IN (22.03, 88.795)",Sundarbans National Park,22.0303957,88.7946457
"West Bengal, IN (21.989, 88.768)",Sundarbans National Park,21.9886604,88.7679342
Sundarban National Park,Sundarbans National Park,22.021668,88.815834
Sundarban National park,Sundarbans National Park,22.13988,88.88603
Sundarbans NP - Sudhanyakhali Watch Tower,Sundarbans National Park,22.1058482,88.783747
Sundorbon,Sundarbans National Park,22.021667,88.815833
Sunderbans national park 22.108x89.005 - 3 Feb 2016 17:32,Sundarbans National Park,22.1081664,89.0046862
IN - 22.007x88.761 - 2 Feb 2016 22:40,Sundarbans National Park,22.0074935,88.7610875
"Sundarbans, West Bengal, IN (22.115, 88.796)",Sundarbans National Park,22.1147721,88.7962577
Sundarbans National Park,Sundarbans National Park,21.9,88.8
"West Bengal, IN (21.991, 88.772)",Sundarbans National Park,21.990834,88.7716223
"IN (22.044, 88.753)",Sundarbans National Park,22.0442809,88.7526971
"IN (22.03, 88.759)",Sundarbans National Park,22.0300571,88.7589289
"Sudhanyakhali khal, Sundarban, West Bengal, India",Sundarbans National Park,22.0935018,88.8035205
"(22.126, 88.807)",Sundarbans National Park,22.1257299,88.8068116
"West Bengal, IN (22.082, 88.816)",Sundarbans National Park,22.0820907,88.8160049
Samsernagar,Sundarbans National Park,22.1498877,89.0881348
"IN (22.027, 88.759)",Sundarbans National Park,22.027118,88.759311
Sunderbans,Sundarbans National Park,22.0920024,88.884201
"West Bengal, IN (22.018, 88.782)",Sundarbans National Park,22.0181862,88.7821757
"Jharkhali Park Road, Lot No 126, West Bengal, IN (21.99, 88.776) Choragazi",Sundarbans National Park,21.9901545,88.775923
Sunderbans Tiger Reserve,Sundarbans National Park,22.0059826,88.8537512
Frazergunj,Fraserganj/Kargil Sea Beach,21.5734535,88.242303
Sundarban Tiger Reserve,Sundarbans National Park,21.9881739,88.7579496
Henry's Island,Henry's Island Sea Beach,21.5837743,88.3028521
Kalisthan beach,Kalisthan Sea Beach,21.6021359,88.2843304
Bakkhali,Bakkhali Sea Beach,21.5628937,88.263837
Sundarbans Nationals Park,Sundarbans National Park,21.8379777,88.8851988
SundarbansTiger Reserve--Dobanki camp,Sundarbans National Park,21.9898102,88.7569855
Amlamethi Chaar,Sundarbans National Park,22.1238897,88.7401033
"Jambu Dweep (21.575, 88.197)",Jambudweep,21.5749644,88.1973892
Patibania,Patibunia,21.610721,88.229394
"Amlamethi Side, Bali: Sundarban",Sundarbans National Park,22.1302929,88.7432715
Sunderbans Tiger Reserve--Chamta Camp,Sundarbans National Park,21.860828,88.913859
"Henry Island, West Bengal, IN (21.585, 88.303)",Henry's Island Sea Beach,21.5847448,88.3029865
"West Bengal, IN (21.579, 88.239)",Fraserganj/Kargil Sea Beach,21.5786574,88.2394422
Kargil Sea Beach,Fraserganj/Kargil Sea Beach,21.574385,88.240302
"Frazergunj , IN (21.572, 88.243)",Fraserganj/Kargil Sea Beach,21.5715676,88.242858
"IN-West Bengal - Frashergunj -Bay of Bengal (21.5746,88.2382)",Fraserganj/Kargil Sea Beach,21.57457,88.238161
Bakkhali sea beach,Bakkhali Sea Beach,21.5589564,88.2665634
Jambudweep Sandbar,Jambudweep,21.574602,88.197828
"Bakkhali, West Bengal, IN (21.559, 88.272)",Bakkhali Sea Beach,21.558695,88.2721167
Sundarban National Park,Sundarbans National Park,21.8358614,88.884201
Bali Island,Sundarbans National Park,22.0170131,88.7244873
Frezargaunge,Fraserganj/Kargil Sea Beach,21.5758786,88.238529
"Sundarbans,West Bengal, IN (21.867, 88.892)",Sundarbans National Park,21.8666148,88.891785
"Kalisthan Sea Beach, West Bengal, IN (21.59, 88.298)",Kalisthan Sea Beach,21.5896883,88.297915
Mousuni Island,Mousuni Island,21.62017,88.2018578
"Jambu Dweep - West Bengal-Bay of Bengal (21.5736,88.1951)",Jambudweep,21.573647,88.195096
Henry's Island 21.577x88.277 - 11 Oct 2016 2:44 PM,Henry's Island Sea Beach,21.5766148,88.2766591
"Unnamed Road, Susni Island, IN (21.572, 88.243)",Fraserganj/Kargil Sea Beach,21.5715627,88.2429658
"Kalisthan Beach, Henry Island, West Bengal, IN (21.589, 88.292)",Kalisthan Sea Beach,21.5892233,88.2919583
Sundarban National Park,Sundarbans National Park,21.8359261,88.884201
"Henry’s Island -  IN-West Bengal-Bay of Bengal (21.5830,88.3036)",Henry's Island Sea Beach,21.583029,88.30363
Mousuni,Mousuni Island,21.6210084,88.2015158
"Kalas camp, Sundarbans",Sundarbans National Park,21.6902605,88.5682583
"Frazergunj (21.576, 88.237)",Fraserganj/Kargil Sea Beach,21.5764449,88.236904
"Sundarbans West Bengal, IN (22.08, 88.86)",Sundarbans National Park,22.0799112,88.8604032
"Unnamed Road, Henry Island, West Bengal, IN (21.575, 88.29) Henry Fishery Lodge",Henry's Island Sea Beach,21.5748088,88.2899355
"Unnamed Road, Haripur, West Bengal, IN (21.603, 88.285)",Kalisthan Sea Beach,21.602893,88.2854033
"West Bengal, IN (21.836, 88.884)",Sundarbans National Park,21.8360329,88.8843077
"Bankura - Beliator - Sonamukhi - Khandaghosh - Nischintapur Road, West Bengal, IN (21.993, 88.217)",Hooghly River--Uttar Chandrapur,21.9930261,88.2167826
"Frazergunj jetty area, West Bengal, IN (21.58, 88.251)",Fraserganj/Kargil Sea Beach,21.5796358,88.2509566
Sunderban Biosphere Reserve,Sundarbans National Park,22.0181325,88.7265054
Bali Island-Bali Village,Sundarbans National Park,22.0996767,88.7545752
"Gangasagar- Chemaguri- Gangasagar- Dhablat- Bisalakshmipur Road, Dhablat, West Bengal, IN (21.634, 88.129)",Sagar Island,21.6339001,88.1286534
Sundarbans National Park,Sundarbans National Park,22.0907765,88.7984292
"West Bengal, IN (22.007, 88.759)Bidya River, Dobanki Camp",Sundarbans National Park,22.0068704,88.7593063
Sunderban National Park,Sundarbans National Park,21.8357394,88.8842652
Sunderbans,Sundarbans National Park,21.8572946,88.9057038
"Unnamed Road, Susni Island, IN (21.576, 88.24)",Fraserganj/Kargil Sea Beach,21.5762271,88.2397826
"Mousuni Dweep, Baliara, West Bengal, IN (21.608, 88.208)",Mousuni Island,21.6077236,88.2080834
"Sundarbans, West Bengal, India",Sundarbans National Park,21.669,88.649
"DOBANKI, SUNDARBAN",Sundarbans National Park,22.0010801,88.7604468
"Sundarban Tiger Reserve (22.061, 88.811)",Sundarbans National Park,22.06125,88.8113168
Baruipur Marshes,Baruipur Marshes,22.3626971,88.3906103
"West Bengal, IN (22.104, 88.622)",Sundarbans National Park,22.1040431,88.622448
Sundarbans Jungle Camp,Sundarbans National Park,22.0931704,88.7543956
"Sajnekhali, Sundarban",Sundarbans National Park,22.1242999,88.8295727
"Frazergunj, IN (21.571, 88.243)",Fraserganj/Kargil Sea Beach,21.570554,88.2432934
"Freserganj Sea Mouth, IN (21.581, 88.234)",Fraserganj/Kargil Sea Beach,21.5807561,88.2340715
"West Bengal, IN (22.051, 88.825)",Sundarbans National Park,22.051476,88.8249731
"Kargil Beach, Frasergunj, WB",Fraserganj/Kargil Sea Beach,21.576481,88.237995
"Namkhana, Uttar-Paschim Para, West Bengal, IN (21.759, 88.222)",Hooghly River--Narayanganj,21.7590403,88.2218243
Sajnekhali Wildlife Sanctuary,Sundarbans National Park,22.123189,88.830254
"Frazergunj (21.579, 88.251)",Fraserganj/Kargil Sea Beach,21.5794944,88.250714
Sagar Island,Sagar Island,21.633016,88.0763412
Sundarbans NP - Sudhanyakhali Watch Tower,Sundarbans National Park,22.1015283,88.802911
Kishorimohanpur,Sundarbans National Park,21.8668027,88.5129967
Jharkhali dock,Sundarbans National Park,22.0225546,88.6735811
"Sudhanyakhali khal, Sundarban",Sundarbans National Park,22.0862799,88.8242299
"Unnamed Road, IN (21.565, 88.249)",Fraserganj/Kargil Sea Beach,21.565001,88.248822
"West Bengal, IN (22.002, 88.76)",Sundarbans National Park,22.0020615,88.7604137
"West Bengal, IN (22.066, 88.747)",Sundarbans National Park,22.0662096,88.7470097
"Bay of Bengal II , IN (21.544, 88.163)",Jambudweep,21.543655,88.1635
"Frazergunj (By Boat) , WB (21.582, 88.235)",Fraserganj/Kargil Sea Beach,21.58178,88.2346233
Godkhali Mangroves,Sundarbans National Park,22.1619251,88.7841133
Benfish Jetty,Fraserganj/Kargil Sea Beach,21.5794385,88.2510847
Jharkhali,Sundarbans National Park,22.0520532,88.6646569
Sundarban NP,Sundarbans National Park,21.838013,88.8853471
"Bally Island, Sundarban , 24parganas (S) , West Bengal , India .",Sundarbans National Park,22.0929196,88.7670644
Coastal Sundarban,Sundarbans National Park,21.6548328,88.3682729
Sundarbans,Sundarbans National Park,21.8379777,88.8851988
"Bonnie Camp, Sundarban Biosphere Reserve",Sundarbans National Park,21.8300701,88.6230183
"Bakkhali Sea Beach, West Bengal, IN (21.56, 88.262)",Bakkhali Sea Beach,21.55974,88.2623417
"Henry Island , West Bengal , India",Henry's Island Sea Beach,21.5768862,88.2923341
Sajnekhali,Sundarbans National Park,22.1238104,88.8312864
"Bakkhali Road, Fedric Island, West Bengal, IN (21.561, 88.267)",Bakkhali Sea Beach,21.560675,88.266945
"Fraserganj, West Bengal, IN (21.569, 88.25)",Fraserganj/Kargil Sea Beach,21.568649,88.2498214
Sundarbans,Sundarbans National Park,21.7359943,88.2923227
Sundarbans,Sundarbans National Park,22.105939,88.845782
"Sajnekhali Tiger Reserve, West Bengal, India",Sundarbans National Park,22.0841947,88.8676908
"Bakkhali, West Bengal, IN (21.559, 88.269)",Bakkhali Sea Beach,21.5592649,88.2694412
"Matla River Bank, Canning",Matla River--Canning,22.3025035,88.6744482
"Sarakkhali,Sundarban Tiger Reserve, West Bengal, IN (22.128, 88.824)",Sundarbans National Park,22.1277986,88.8235602
Sundarban Tiger Reserve Kendo Island,Sundarbans National Park,21.5640808,88.8908546
Kaikhali,Sundarbans National Park,22.0355254,88.627696
"West Bengal, IN (21.998, 88.815)",Sundarbans National Park,21.9982186,88.8148938
Maipith 2hrs from Raidighi,Sundarbans National Park,21.9081575,88.4683721
"Sundarban, West Bengal, IN (22.128, 88.822)",Sundarbans National Park,22.1284514,88.8222342
"Henry Island, National Highway 117",Henry's Island Sea Beach,21.5758,88.30036
"Sundarban Tiger Reserve, West Bengal, IN (22.009, 88.76)",Sundarbans National Park,22.009,88.76
"Unnamed Road, Pakhiralay, West Bengal, IN (22.131, 88.824)",Sundarbans National Park,22.1309625,88.823625
"Sundarban NP, Amlamethi, West Bengal, IN (22.075, 88.756)",Sundarbans National Park,22.0750989,88.7557735
"(22.014, 88.688)",Sundarbans National Park,22.0135397,88.6876585
Kalistan,Kalisthan Sea Beach,21.600175,88.284799
Datta River,Sundarbans National Park,22.1397852,88.7907303
"Haripur, West Bengal, IN (21.649, 88.29)",Lothian Island,21.6490193,88.290126
Ramnagar,Hooghly River--Ramnagar,22.253,88.088
"Unnamed Road, Amlamethi, West Bengal, IN (22.085, 88.754)",Sundarbans National Park,22.0845053,88.7540422
"West Bengal, IN (22.007, 88.76)",Sundarbans National Park,22.0065962,88.760115
Burirdabri,Sundarbans National Park,22.0777262,89.0294373
"Frazergunj to Jambu Dweep, West Bengal, IN (21.58, 88.252)",Fraserganj/Kargil Sea Beach,21.5802033,88.2515033
Fulbari Sagar Island,Sagar Island,21.8673233,88.1235829
"West Bengal, IN (22.008, 88.761)",Sundarbans National Park,22.0075272,88.7606592
"West Bengal, IN (21.984, 88.632)",Sundarbans National Park,21.9844776,88.6318613
Piyali Island Tourist Lodge,Sundarbans National Park,22.1339924,88.6001116
Jambudeep Crossing,Jambudweep,21.5632261,88.2076735
"West Bengal, IN (22.066, 88.698)",Sundarbans National Park,22.0663418,88.6979331
"Asit Baran School Road, Amlamethi, West Bengal, IN (22.089, 88.761)",Sundarbans National Park,22.089475,88.761245
"Unnamed Road, Mathurakhanda, IN (22.057, 88.727)",Sundarbans National Park,22.0574461,88.7266621
"Mousuni Ferry Ghat, Kusumtala, West Bengal, IN (21.653, 88.228)",Mousuni Island,21.6534171,88.2280171
"Frazergunj (towards jetty area) (21.574, 88.234)",Fraserganj/Kargil Sea Beach,21.5744925,88.2336358
"West Bengal, IN (21.998, 88.758)",Sundarbans National Park,21.997945,88.7583306
"Gangasagar, West Bengal, IN (21.635, 88.068)",Sagar Island,21.6352871,88.0678231
"West Bengal, IN (22.041, 88.831)",Sundarbans National Park,22.0409321,88.8308811
"West Bengal, IN (21.987, 88.763)",Sundarbans National Park,21.9874033,88.7626265
Mousuni Island Beach,Mousuni Island,21.6075538,88.2092002
"Susni Island, IN (21.571, 88.243)",Fraserganj/Kargil Sea Beach,21.5709766,88.2432351
"Frazergunj, Susni Island, IN (21.577, 88.237)",Fraserganj/Kargil Sea Beach,21.5771223,88.2374239
bakhali seabeach,Bakkhali Sea Beach,21.5590762,88.2552338
Fraserganj kargil beach,Fraserganj/Kargil Sea Beach,21.575388,88.2404452
Frazergunj,Fraserganj/Kargil Sea Beach,21.5647836,88.248775
"Kalisthan, Bijaybati, West Bengal, IN (21.596, 88.287)",Kalisthan Sea Beach,21.5957035,88.2867115
"Henry Island, West Bengal, IN (21.571, 88.276)",Henry's Island Sea Beach,21.5707184,88.2761898
Sundarban National Park,Sundarbans National Park,21.8951106,88.9085984
Freserganj beach,Fraserganj/Kargil Sea Beach,21.5756391,88.2418442
"Unnamed Road, Susni Island, IN (21.578, 88.237)",Fraserganj/Kargil Sea Beach,21.5782684,88.2371513
