LOCALITY,LATITUDE,LONGITUDE,DISTRICT,ST_NM,COMMON.NAME,historical.status,season
National Chambal Sanctuary--Agra,26.7680456,78.6493206,Agra,UTTAR PRADESH,Indian Skimmer,Y,Winter
National Chambal Sanctuary--Agra,26.7867947,78.7519205,Agra,UTTAR PRADESH,Indian Skimmer,N,Winter
National Chambal Gharial Sanctuary--Morena/Dholpur,26.787996,78.170943,Dhaulpur,RAJASTHAN,Indian Skimmer,N,Winter
National Chambal Sanctuary--Agra,26.8222886,78.4150898,Agra,UTTAR PRADESH,Indian Skimmer,N,Winter
National Chambal Sanctuary--Agra,26.872162,78.563969,Agra,UTTAR PRADESH,Indian Skimmer,N,Winter
National Chambal Sanctuary--Agra,27.1150103,77.7160765,Agra,UTTAR PRADESH,Indian Skimmer,N,Winter
Keoladeo National Park,27.17184,77.5215375,Bharatpur,RAJASTHAN,Sociable Lapwing,Y,Winter
Keoladeo National Park,27.1788819,77.5170422,Bharatpur,RAJASTHAN,Sociable Lapwing,Y,Winter
Keoladeo National Park,27.1788819,77.5170422,Bharatpur,RAJASTHAN,Sociable Lapwing,Y,Passage/Summer
Maguri Beel,27.5761558,95.3944159,Tinsukia,ASSAM,Ferruginous Duck,Y,Winter
Tal Chhapar,27.7966035,74.4326306,Churu,RAJASTHAN,Sociable Lapwing,N,Winter
Jorbeer,27.9636271,73.3899164,Bikaner,RAJASTHAN,Sociable Lapwing,N,Winter
Jorbeer,27.9659012,73.3764724,Bikaner,RAJASTHAN,Sociable Lapwing,N,Winter
Jorbeer,27.9660506,73.3765443,Bikaner,RAJASTHAN,Sociable Lapwing,N,Winter
National Chambal Sanctuary--Agra,28.170722,78.412173,Bulandshahr,UTTAR PRADESH,Indian Skimmer,N,Winter
Sultanpur National Park,28.4638333,76.8893809,Gurugram,HARYANA,Sociable Lapwing,Y,Winter
Sultanpur National Park,28.4638333,76.8893809,Gurugram,HARYANA,Black-bellied Tern,Y,Passage/Summer
Budhera WTP,28.4768398,76.920433,Gurugram,HARYANA,Black-tailed Godwit,N,Winter
Surajpur Wetlands,28.523697,77.494845,Gautam Buddha Nagar,UTTAR PRADESH,Black-tailed Godwit,N,Winter
Okhla Bird Sanctuary,28.5458603,77.3105,South East,DELHI,Ferruginous Duck,Y,Winter
Okhla Bird Sanctuary,28.5668688,77.3063707,Gautam Buddha Nagar,UTTAR PRADESH,Black-tailed Godwit,Y,Winter
Wazirabad Pumping Station,28.7153087,77.2278145,Central,DELHI,Black-bellied Tern,Y,Passage/Summer
Wazirabad Pumping Station,28.7153087,77.2278145,Central,DELHI,Black-bellied Tern,Y,Winter
Wazirabad Pumping Station,28.7375404,77.2298858,Central,DELHI,Black-bellied Tern,Y,Winter
Haiderpur Wetlands and Bijnor Barrage,29.3781843,78.0296764,Bijnor,UTTAR PRADESH,Indian Skimmer,N,Passage/Summer
Haiderpur Wetlands and Bijnor Barrage,29.3781843,78.0296764,Bijnor,UTTAR PRADESH,Ferruginous Duck,N,Winter
Haiderpur Wetlands and Bijnor Barrage,29.3781843,78.0296764,Bijnor,UTTAR PRADESH,Ferruginous Duck,N,Passage/Summer
Harike Bird Sanctuary,31.1520527,74.9588526,Firozpur,PUNJAB,White-headed Duck,N,Winter
